Timestamp,Usia,Jenis Kelamin,Lama Mondok,Teks,Seberapa sering Anda merasakan hal berikut saat cerita yang Anda tuliskan terjadi?  [Saya merasa sulit untuk beristirahat.],Seberapa sering Anda merasakan hal berikut saat cerita yang Anda tuliskan terjadi?  [Saya cenderung menunjukkan reaksi berlebihan terhadap suatu situasi.],Seberapa sering Anda merasakan hal berikut saat cerita yang Anda tuliskan terjadi?  [Saya merasa energi saya terkuras karena terlalu cemas.],Seberapa sering Anda merasakan hal berikut saat cerita yang Anda tuliskan terjadi?  [Saya merasa gelisah.],Seberapa sering Anda merasakan hal berikut saat cerita yang Anda tuliskan terjadi?  [Saya merasa sulit untuk merasa tenang.],Seberapa sering Anda merasakan hal berikut saat cerita yang Anda tuliskan terjadi?  [Saya sulit untuk bersabar dalam menghadapi gangguan yang terjadi ketika sedang melakukan sesuatu.],Seberapa sering Anda merasakan hal berikut saat cerita yang Anda tuliskan terjadi?  [Perasaan saya mudah tergugah atau tersentuh.],Skor
28/06/2026,17,Laki-Laki,1-3 tahun,"Temen yang pelit banget minjemin barang, tapi kalau dia butuh barang kita, langsung ngambil aja nggak pake nanya.",1,2,0,1,1,2,1,16
28/06/2026,17,Laki-Laki,1-3 tahun,"Punya temen sekamar yang joroknya nauzubillah. Bau kaki, baju kotor diselipin di bawah kasur.",1,2,0,0,1,1,0,10
28/06/2026,16,Laki-Laki,1-3 tahun,"Celana dalem ilang di jemuran itu aneh, bingungnya juga dapet. Siapa coba yang mau ghosob begituan?",1,2,0,0,0,2,0,10
28/06/2026,16,Laki-Laki,<1 Tahun,"Harus selalu fake smile bilang ""Aku betah kok, Ma"" pas orang tua nelpon, padahal aslinya lagi hancur berantakan pengen minta pulang.",3,3,2,2,3,1,2,32
28/06/2026,19,Laki-Laki,>3 Tahun,Dibangunin tahajud sama bagian keamanan dipukul-pukul kasurnya pakai sapu lidi sambil diteriakin. Kagetnya bikin linglung mau marah tapi ga bisa.,3,1,1,0,2,0,0,14
28/06/2026,17,Laki-Laki,1-3 tahun,"Pas lagi mules-mulesnya di WC jongkok, tiba-tiba air di bak habis dan keran mati. Tragedi asrama yang paling mengerikan sepanjang masa.",1,1,0,1,1,2,0,12
28/06/2026,19,Laki-Laki,1-3 tahun,"Kena maag gara-gara makan nggak teratur dan stres mikirin ujian, tapi kalau ke bagian kesehatan cuma dikasih obat ijo.",3,1,1,1,1,1,2,20
28/06/2026,18,Perempuan,1-3 tahun,"Baru naruh jemuran seragam sebentar, eh pas ditinggal balik udah pindah ke tanah gara-gara digeser orang. Terpaksa nyuci ulang sambil ngomel dalem hati.",1,1,0,0,1,2,0,10
28/06/2026,16,Laki-Laki,<1 Tahun,"Nyari sandal jepit pas mau pulang dari masjid tuh susahnya minta ampun. Berangkat pakai warna hijau, pulangnya terpaksa pakai biru beda sebelah karena ilang.",1,2,0,0,1,3,0,14
28/06/2026,17,Laki-Laki,1-3 tahun,"Kamar pengap banget kalau siang bolong.Tidur keringetan, bangun-bangun lepek semua satu kamar.",2,0,0,0,1,2,0,10
28/06/2026,18,Laki-Laki,1-3 tahun,"Kasur asrama tuh tipis banget, lama-lama kerasa langsung papannya. Punggung auto jompo tiap bangun tidur.",3,1,0,1,1,2,0,16
28/06/2026,17,Laki-Laki,<1 Tahun,"Sumpah, paling males kalau kebangun jam 4 pagi dan lihat deretan ember antrean di depan kamar mandi udah panjang banget.",1,2,0,1,1,2,0,14
28/06/2026,19,Laki-Laki,>3 Tahun,"Ngerasa kehilangan masa remaja yang normal. Temen-temen SMP/SMA di luar pada asik nongkrong, aku cuma muter tasbih di teras masjid tiap sore.",1,2,1,1,2,2,1,20
28/06/2026,19,Laki-Laki,>3 Tahun,Cemas mikirin masa depan. Insecure takut kalau ijazah pondok atau sekolah agama kurang laku pas mau daftar kuliah jurusan umum nanti.,2,2,1,1,2,1,1,20
28/06/2026,17,Laki-Laki,1-3 tahun,"Nyesek banget pas dituduh ngelakuin pelanggaran yang nggak kita lakuin, tapi pengurus nggak mau denger penjelasan dan kita tetep dihukum.",1,3,1,1,2,2,1,22
28/06/2026,18,Laki-Laki,1-3 tahun,"Dipaksa ikut kerja bakti angkat-angkat barang pas kondisi badan lagi gak fit, tapi nggak berani nolak karena takut dikira manja.",1,2,1,1,1,2,2,20
28/06/2026,16,Laki-Laki,<1 Tahun,"Orang tua ngejenguk cuma sebentar banget karena perjalanannya jauh dan peraturannya ketat. Pas mobil mereka mulai jalan pulang, dada rasanya kosong banget.",2,1,1,2,1,1,2,20
28/06/2026,17,Laki-Laki,1-3 tahun,"Nggak boleh pake kaos bebas, ke mana-mana harus pakai kemeja, sarung, atau gamis, padahal udaranya lagi gerah banget.",2,1,0,0,1,1,0,10
28/06/2026,19,Laki-Laki,1-3 tahun,"Tertekan sama beban ekspektasi orang tua di rumah yang berharap kita pulang tiba-tiba jadi anak alim bak ustadz, padahal kita masih proses dan sering bandel juga.",1,2,1,1,2,1,1,18
28/06/2026,19,Laki-Laki,1-3 tahun,Disidang depan angkatan sama kakak kelas,2,1,1,1,1,2,0,16
28/06/2026,20,Perempuan,>3 Tahun,"Tapi jujur, hal yang paling bikin emosional adalah momen kelulusan. Sebenci apa pun sama rutinitas dan aturannya, berat banget rasanya membayangkan harus berpisah sama temen-temen seperjuangan yang udah ngelewatin semua penderitaan ini bareng-bareng.",1,1,0,0,1,0,3,12
28/06/2026,17,Laki-Laki,1-3 tahun,"Pas lagi mules-mulesnya di WC jongkok, tiba-tiba air di bak habis dan keran mati. Tragedi asrama yang paling mengerikan sepanjang masa.",1,1,0,1,1,1,0,10
29/06/2026,24,Laki-Laki,>3 Tahun,"Sabar,, sabar dalam segala hal, kontrol pikiran dn emosional, . Dri sang pengajar(muallim), pertemanan, dn menuntut ilmu itu sendiri, krn pondok adalah tmpt belajar, belajar dri segalanya, komunitas, kemasyarakatan, sosial, kekompakan, . Ujian paling berasa yaitu sabar mengelola emosi kita, ego, dn pikiran dlm lingkungan pondok dgn mengambil semua pelajaran kehidupan di dalam dunia pondok pesantren.",2,2,2,0,0,0,2,16
30/06/2026,13,Laki-Laki,>3 Tahun,"seperti hafalan, teman² dikarenakan mereka bermainnya secara berlebihan, perasaanku dan membuat fisikku lemah",2,1,3,3,3,2,2,32
30/06/2026,14,Laki-Laki,<1 Tahun,Lingkungan dan peraturan yg ruwet,2,2,0,2,2,2,0,20
04/07/2026,17,Laki-Laki,1-3 tahun,"Lumayan capek juga kegiatannya full, pengen cepet-cepet rebahan di kasur.",2,0,0,1,1,1,0,10
04/07/2026,16,Laki-Laki,1-3 tahun,"Tegang dikit sih pas nunggu giliran setoran hafalan, takut tiba-tiba nge-blank padahal tadi udah hafal.",1,1,0,1,1,1,0,10
04/07/2026,16,Laki-Laki,1-3 tahun,"Kadang agak males sih kalau mau mandi pagi antreannya lumayan panjang, harus sabar nunggu 10 menitan.",1,2,0,0,1,0,0,8
04/07/2026,16,Laki-Laki,1-3 tahun,"Kalau jadwal lagi padet banget, kadang ngerasa kewalahan dikit ngatur waktu buat istirahat siang.",2,0,0,1,3,1,0,14
04/07/2026,15,Laki-Laki,<1 Tahun,"Agak susah santai rebahan kalau belum kelar ngerjain tugas, bawaannya pengen cepet diselesaiin dulu.",2,1,0,0,2,1,0,12
04/07/2026,17,Laki-Laki,1-3 tahun,"Lumayan sebel liat ada baju kotor temen numpuk di pojok kamar, walau akhirnya aku geserin juga sih biar rapi.",1,2,0,0,1,1,0,10
04/07/2026,16,Laki-Laki,1-3 tahun,Suka geregetan kalau temen sekamar dibangunin subuh susah banget,1,3,0,0,1,1,0,12
04/07/2026,16,Laki-Laki,1-3 tahun,"deg degan terus tiap masuk kelas mapel nahwu, takut tiba-tiba ditunjuk ustadz buat disuruh jelasin tugas di depan kelas.",1,1,2,2,2,1,1,20
04/07/2026,15,Laki-Laki,<1 Tahun,"Sering banget ngerasa gelisah pas malem, bolak-balik posisi tidur tetep aja susah merem karena kepikiran jadwal besok.",3,2,1,2,2,1,1,24
04/07/2026,16,Laki-Laki,1-3 tahun,"Otak nggak pernah bisa istirahat, biarpun lagi makan siang tetep aja kepikiran hafalan juz yang masih kurang banyak.",3,2,1,2,3,1,0,24
04/07/2026,16,Laki-Laki,1-3 tahun,"Gelisah mikirin sisa uang jajan yang udah nipis, bikin susah tidur dan kepikiran terus gimana cara bertahan sampai akhir bulan",3,2,1,1,2,1,1,22
04/07/2026,16,Laki-Laki,1-3 tahun,"keselnya minta ampun pas tau lemari diacak-acak, rasanya pengen ngumpulin anak sekamar buat diinterogasi satu-satu",2,2,1,2,3,2,1,26
04/07/2026,16,Laki-Laki,1-3 tahun,"suara sekecil apa pun di kamar bikin aku naik darah sampai pengen teriak ""DIAM!"" sekenceng-kencengnya biar mereka semua bungkam.",3,2,1,2,3,3,2,32
04/07/2026,16,Laki-Laki,1-3 tahun,sempet kesel sebentar gara-gara sendalku dipinjem temen nggak bilang-bilang untung dibalikin.,1,2,0,0,1,1,0,10
04/07/2026,17,Laki-Laki,1-3 tahun,Agak gampang kepancing emosi dikit kalo badan lagi capek terus diajak bercanda sama temen yg jayus,2,1,0,0,1,2,0,12
04/07/2026,17,Laki-Laki,1-3 tahun,"tidur saya bener-bener kacaw, baru merem dikit langsung kebangun kaget karena mimpi disidang kakak kelas, tegangnya nyampe ke bawa mimpi. dan jujur lebih ngeri disidang kakak kelas daripada sama ustadz!!!",3,1,2,2,2,2,1,26
04/07/2026,15,Perempuan,<1 Tahun,"Agak overthinking tipis kalo ditanya mufrodat atau hafalan, tapi yaudah lah gas aja ntar hapalin bentar.",1,0,0,0,1,1,0,6
04/07/2026,16,Laki-Laki,1-3 tahun,"Tegang dikit pas disuruh maju baca kitab gundul, untung semalem sempet review walau sekilas.",1,1,0,0,0,1,0,6
04/07/2026,15,Perempuan,1-3 tahun,"Bawaannya pengen cepet-cepet weekend aja, biar bisa agak slow down dari rutinitas yang padet merayap ini.",0,1,0,0,0,1,0,4
04/07/2026,14,Laki-Laki,1-3 tahun,"Agak sensi dikit pas dibangunin subuh soalnya lagi pules-pulesnya, tapi pas kena air wudu langsung ilang kok keselnya.",0,1,0,0,0,1,0,4
04/07/2026,17,Perempuan,1-3 tahun,"jadi korban bullying di kelas padahal aku ga punya salah apa apa sama mereka, ga ada sentuhan fisik sih tapi denger ledekan mereka bikin sakit hati bgtt ",1,3,1,2,2,3,3,30
04/07/2026,16,Laki-Laki,1-3 tahun,"Agak resah dikit nunggu kiriman uang saku belum nyampe, padahal stok jajan di loker udah kritis bgt.",1,1,0,0,0,1,0,6
04/07/2026,15,Perempuan,1-3 tahun,"Kadang ngerasa clueless bentar pas ustadz nerangin cepet banget, tapi untung temen sebelah nyatetnya lengkap.",1,1,1,0,0,0,1,8
04/07/2026,15,Laki-Laki,1-3 tahun,"Agak bete pas lagi enak-enak baca novel eh diganggu disuruh ikutan rapat angkatan, tapi yaudah deh demi solidaritas.",1,0,0,0,1,1,0,6
04/07/2026,18,Perempuan,1-3 tahun,capeeeeekkkkkkk otak fisik mental!! pengen bgt teriak kenceng2 di tengah lapangan biar stres yg bikin dada sesak ini ilang!,2,2,2,2,2,2,1,26
04/07/2026,16,Perempuan,1-3 tahun,"Lumayan geregetan pas hafalan udah di ujung lidah tapi malah nge-blank pas di depan ustadz, kocak sih ngingetnya.",1,0,0,0,1,1,0,6
04/07/2026,15,Perempuan,1-3 tahun,"kalo lagi ujian lumayan pegel juga nulis rangkuman buat ujian, pengen cepet-cepet balik kamar rebahan.",2,0,0,0,1,1,0,8
04/07/2026,16,Laki-Laki,1-3 tahun,"engga stres gimana"" pokoknya vibes malem jumat di pondok emang juara sih kalo ga ada kegiatan, tenang banget perasaanku.",1,1,0,0,0,1,0,6
05/07/2026,15,Perempuan,1-3 tahun,Kemaren-kemaren beneran deh aku nggak bisa diem. Kakiku mondar-mandir terus di depan asrama saking gelisahnya nungguin hasil sidang pengurus soal pelanggaran kamarku. Rasanya anxious dan tegang nyampur jadi satu.,2,2,2,2,3,2,1,28
05/07/2026,15,Perempuan,1-3 tahun,"Minggu kemaren batin ini rasanya gelisah nggak karuan. Saking stresnya, aku sampai nggak bisa duduk tenang pas halaqah, bawaannya pengen buru-buru berdiri terus narik napas di luar ruangan biar dada nggak terlalu sesak.",2,2,2,3,2,2,2,30
05/07/2026,14,Perempuan,1-3 tahun,"Bersyukur banget aku nggak nyerah minggu lalu. Waktu itu beneran kewalahan tingkat dewa, ngerjain tugas sambil nangis sesenggukan karena rasanya ekspektasi ustadz dan orang tua terlalu berat buat aku pikul sendirian.",2,2,3,2,2,1,2,28
05/07/2026,14,Laki-Laki,1-3 tahun,"Kemaren pas lagi banyak-banyaknya masalah organisasi pondok, dadaku sesak banget nahan panik. keteteran parah sampai aku sering linglung kalau dipanggil temen sama ustadz, karena isi kepala udah full nggak bisa mikir jernih.",3,1,1,2,3,2,1,26
05/07/2026,14,Perempuan,1-3 tahun,"Ingat kejadian ituu bikin aku kasihan sama diriku sendiri. Saking banyaknya tekanan kegiatan pondok, aku sampai gemeteran nulis catetan di kelas. Badan rasanya udah nolak banget buat nerima tugas baru 🤧🤧",3,2,2,2,3,2,1,30
05/07/2026,14,Laki-Laki,1-3 tahun,"Untung fase berat kemaren udah kelar. Kalau inget gimana aku panik sejadi-jadinya pas nyiapin materi kultum dadakan, rasanya jantungku masih berdebar kencang saking kewalahannya ngadepin ekspektasi orang banyak.",2,2,3,2,3,1,1,28
05/07/2026,14,Laki-Laki,1-3 tahun,yang bikin stres dan capekk bgtt tuh setiap hari dikumpulin diomellin sama ustadz pengurus karena ada aja yang ngelanggar terus dihukum seangkatan hadeuhhh aneh aneh,3,2,1,1,3,2,1,26
05/07/2026,18,Perempuan,1-3 tahun,"minggu lalu mood aku bener-bener kacaw bgttt karena dipanggil terus sama ustadz ustadzah buat ngurus kegiatan. Denger adik kelas ngobrol agak keras dikit aja, bawaannya pengen aku tegur pakai nada tinggi. Maaf ya adek-adek, kemaren kakak lagi stres banget batinnya.",3,3,1,2,2,2,1,28
05/07/2026,14,Laki-Laki,1-3 tahun,"kadang suka kepikiran jadwal setoran surat baru. Badanku rasanya lumayan pegel pengen rebahan total, tapi alhamdulillah pas setoran lancar jaya.",1,0,0,1,1,1,0,8
05/07/2026,15,Laki-Laki,1-3 tahun,"Pas lagi di puncak stresnya, denger ustadz nerangin materi dengan tempo lambat aja rasanya geregetan pengen jamnya cepet selesaii, karena badan lagi lemes bgtt lagi drop ga bisa istirahat di bakes (bagian kesehatan) kata mantri nya gapapa terus dikasi obat benci bgttt.",3,2,1,2,3,2,1,28
05/07/2026,19,Laki-Laki,1-3 tahun,"Baru ngerasain yang namanya gelisah sampai bikin perut melilit tuh ya pas nungguin ustadz dateng buat amaliyah tadris (praktik ngajar) bener-bener bikin keringat dingin bercucuran, aku bolak-balik ke toilet saking tegang dan resahnya.",2,2,3,3,2,2,1,30
05/07/2026,15,Perempuan,1-3 tahun,"Relate banget sama kata-kata mental breakdown. Minggu lalu pas try out berturut-turut, aku sampai ngerasa sesak napas beneran di dalem kelas karena tekanan buat dapet nilai bagus itu nyiksa banget.",3,2,2,2,2,1,2,28
05/07/2026,17,Laki-Laki,1-3 tahun,"Akhirnya bisa ngelewatin masa jadi pengurus. Literally mentalku ngerasa capekkk banget, jadwal dari jam 4 pagi sampai 11 malem non-stop. Rasanya kayak ditimpa beban berton-ton badan bener bener remuk sampai susah buat napas lega.",3,2,2,1,3,3,1,30
05/07/2026,17,Perempuan,1-3 tahun,"sempet nangis sendiri di kamar mandi gara-gara saking keselnya nahan emosi. banyak banget miss communication sama pengurus, dan karena aku lagi capek parah, rasanya pengen marah tapi cuma bisa nangis saking sesaknya",2,2,3,3,2,2,3,34
05/07/2026,15,Laki-Laki,1-3 tahun,"pernah tiga hari berturut-turut kemaren tidurku hancur lebur, baru merem bentar udah kaget kebangun karena alam bawah sadarku masih tegang mikirin hukuman dari bagian keamanan.",3,1,2,2,3,2,1,28
05/07/2026,15,Perempuan,1-3 tahun,"Masa-masa remedial kemaren tuh beneran bikin mentalku capek stadium akhir. Saking tegangnya nunggu giliran dipanggil, kakiku sampai lemes dan perutku mual banget pengen muntah saking nervous-nya.",2,3,3,2,2,1,1,28
05/07/2026,18,Laki-Laki,1-3 tahun,pernah aku sampai demam sama meriang tiba-tiba saking tegangnya ngurusin acara. fisikku beneran ngerespon stresnya se-ekstrem itu.,3,2,2,2,3,2,2,32
05/07/2026,14,Perempuan,1-3 tahun,"Kemaren-kemaren rasanya mau nangis aja saking badanku nolak buat rileks. Walaupun ustadzah udah ngasih waktu kosong buat istirahat, dadaku tetep kerasa sesak kayak ada batu besar yang neken karena pressure target pondok.",2,2,3,2,2,1,2,28
05/07/2026,14,Perempuan,1-3 tahun,"Rutinitas dari Senin sampai Kamis kemaren bener-bener bikin badan pegal dan agak bosen, pas akhirnya ketemu hari Jumat rasanya bahagia banget bisa rebahan agak lama.",1,0,0,0,1,1,1,8
05/07/2026,14,Laki-Laki,1-3 tahun,"sempet ngerasa kurang istirahat dan susah rileks pas jam kosong, tapi karena sekarang udah masuk minggu tenang, vibes nya udah balik santay lagi.",1,0,0,0,1,1,0,6
05/07/2026,14,Laki-Laki,1-3 tahun,"pas latihan pidato bahasa Arab muhadhoroh, aku sempet tegang banget pas nunggu giliranku dipanggil. Tangan sampai keringetan dingin dikit pegang teksnya, tapi pas udah di panggung ternyata berjalan lumayan mulus",1,2,1,0,1,0,0,10
05/07/2026,14,Perempuan,1-3 tahun,"capeknya nggak cuma fisik, tapi udah tembus ke batin. tiap liat jadwal tempel di lemari, rasanya perutku diaduk-aduk saking panik dan kewalahannya ngatur waktu yang kayaknya kurang dari 24 jam sehari.",3,1,2,2,2,1,2,26
05/07/2026,18,Perempuan,1-3 tahun,"aku pernah ngerasa bener-bener di titik limit ngeliat tumpukan seragam kotor, buku pelanggaran, dan target hafalan yang belum checklist, mentalku langsung drop parah sampai rasanya pengen pingsan aja biar bisa istirahat 🤧",3,2,2,2,2,1,2,28
05/07/2026,14,Perempuan,1-3 tahun,puncaknya stres aku sampai demam sama meriang tiba-tiba saking tegangnya karena ngurusin acara fisikku beneran ngerespon stresnya seekstrem ituuu!?!?!? 🫠🫠🫠,3,2,2,2,2,1,2,28
05/07/2026,14,Perempuan,1-3 tahun,"Beberapa hari aku sampe ngomel ke adek kelas gara2 dia nanya hal simple doang, pdhl ga salah dia. Abis itu baru sadar kok aku jd gampang bgt naik darah ya. Mungkin krn jadwal ngapal + piket + belajar utk ujian umum brtabrakan semua, jadi tiap ada gangguan dikit langsung meledak emosinya.",2,3,1,2,3,2,1,28
05/07/2026,14,Perempuan,1-3 tahun,"Ok jujur ya, minggu ini tuh bener"" semua numpuk hafalan, ujian, piket, plus surat dr rumah yg bikin kepikiran. Efeknya aku jd org yg gampang bgt kesel, misal dikit2 keganggu sm suara berisik temen sekamar pdhl biasanya cuek aja. Rasanya kek gasabar mau semuanya cepet kelar aja, & susah bgt nemuin momen bener2 tenang walau udh coba berkali2.",2,3,2,2,3,2,1,30
05/07/2026,14,Perempuan,1-3 tahun,"banyak kegiatan tambahan dadakan pas udh capek seharian, trs pas ada yg protes dikit aku jd gampang defensif & ketus. Padahal biasanya bukan tipe yg gitu, tp beban lg numpuk bgt jd gampang kepancing emosi.",2,3,1,2,2,3,1,28
05/07/2026,15,Laki-Laki,1-3 tahun,"mondok tuh seru jujur, ya tapi ada aja sih yang bikin kesel hehe. 24/7 bareng temen temen tuh banyak bgt feel nya kaya seneng sedih tuh campur aduk bgt, harus ngertiin perasaan orang, yaa kalo kata pengurus mondok tuh miniatur kehidupan.",2,0,0,0,2,1,2,14
05/07/2026,14,Laki-Laki,1-3 tahun,"ane pribadi masuk pesantren sih disuruh orang tua yaa, jadi ada lah awal awal stres dikit mah karena adaptasi sama padetnya kegiatan pondok tapii so far ane banyak bgt belajar di pesantren, jadi lebih mandiri, cekatan masih banyak lagi deh, tapi pas awal awal di jenguk ane nahan nangis wkwkwk",2,0,0,0,1,1,3,14
05/07/2026,14,Laki-Laki,1-3 tahun,"masa awal awal stres bgtt itu pindah ke gedung anak lama jadi gabung kamar sama anak lama juga yg dimana mereka itu ngasal bgt orang oranya maen ambil barang tanpa izin, gamau piket, jorok. kesel bgt rasanya tapi cuma ane pendem aja, lagian anak lama harusnya lebih bersih lah dan ngerti caranya bersosialisasi, terus ga bisa tidur karena di ranjangnya banyak bagt bakot atau tumbila alisa kutu kasur",3,2,1,1,3,2,1,26
05/07/2026,14,Perempuan,1-3 tahun,"Gak tau kenapa akhir-akhir ini gampang bgt kesulut emosi. Kemarin cuma gara-gara temen sekamar lupa gantian piket, aku langsung ngomel panjang lebar, padahal biasanya santai aja. Abis itu nyesel sendiri tapi pas lagi kejadian rasanya kayak semua di badan tegang, susah banget buat rileks meski udah rebahan. Jadwal ngapalin juz baru + ujian mendadak minggu ini bikin kepala penuh terus, kayak gak ada jeda buat napas.",2,3,1,2,3,3,1,30
05/07/2026,14,Perempuan,1-3 tahun,"Setoran hafalan numpuk krn kemarin sempet sakit jadi ketinggalan, terus ustadzah bilang harus dikejar sebelum akhir bulan. Aku jadi gampang banget marah ke hal kecil, kayak kemarin cuma krn antrian kamar mandi rada lama aja rasanya udah pengen teriak. Padahal biasanya aku sabaran org nya:( sekarang mah dikit² kesel sendiri.",2,3,1,2,2,3,2,30
05/07/2026,14,Laki-Laki,1-3 tahun,"yang jadi problem tuh kakak"" kelas yang sangat sok berkuasa atas adik kelasnya, jadi yang aslinya cemen pun bisa berkuasa kalo udah kelas yang paling tinggi. ana sendiri yang jadi korban penindasan kakak"" kelas yang sok itu",2,3,2,1,2,2,1,26
05/07/2026,14,Perempuan,1-3 tahun,"Duh jujur stres bgt akhir² ini, tiap malem susah tenang walau udah coba tidur cepet. Badan tuh berasa siaga terus kayak gak bisa off, pdhl otak juga capek. Kena tegur pengurus krn telat masuk kelas doang aja rasanya udah bikin emosi naik turun ga jelas, padahal biasanya cuma diketawain temen² doang.",3,2,1,2,3,2,2,30
05/07/2026,14,Perempuan,1-3 tahun,"jadi ceritanya pernah tuh padet parah, ada lomba MTQ plus ujian tahfidz bareng, plus piket dapur... semua numpuk jd satu waktu ana jd org yg gampang ilfeel kesel ke hal sepele, misal cuma krn adzan telat nyala speaker aja bisa bikin bete seharian... susah bgt buat tenang walau lagi di waktu istirahat sekalipun",3,2,2,2,3,2,1,30
05/07/2026,15,Perempuan,1-3 tahun,"Ini agak malu ceritanya tp yaudah, pernah sempet ngambek ke temen sekamar krn dia nyalain lampu pas aku lg coba tenangin diri stlh seharian penuh kegiatan. Padahal itu hal wajar dia mau belajar malem. Tp aku ngerasa semua jd annoying bgt akhir2 ini, kek gampang bgt jengkel walau sbnrnya masalahnya kecil doang.",1,3,1,1,2,3,3,28
05/07/2026,14,Perempuan,1-3 tahun,"Duh minggu lalu bener"" rollercoaster bgt Ujian lisan setoran hafalan, kajian tambahan terus tugas sekolah umum numpuk semua ak jd org yg gampang bgt meledak klo ada yg ganggu konsentrasi, misal temen ngobrol dikit pas lg hafalan langsung ilfeel parah kaya jaus bgt padahal biasanya aku ga segitunya susah bgt rasanya nemuin momen bener2 tenang walau udh waktu istirahat",2,3,1,2,3,3,1,30
05/07/2026,14,Perempuan,1-3 tahun,"Cerita beberapa hari lalu deh, waktu itu abis ditegur ustadz krn telat setor hafalan, abis itu tiap ada yg negur dikit ttg apapun rasanya langsung defensif & gampang marah. Sampe ke temen deket pun jd gampang bete. Rasanya badan tuh kayak siap ""tempur"" mulu, susah bgt buat bener2 santai walau lg free time.",2,3,1,2,2,3,1,28
05/07/2026,14,Laki-Laki,1-3 tahun,"sejauh ini masih aman sih, paling bete gara"" kena jasus terus....",2,1,0,1,2,0,0,12
06/07/2026,14,Laki-Laki,1-3 tahun,lagi emosional bgt dapet kabar mama lagi sakit setiap selesai sholat nangis diem diem pas mau tidur juga soalnya ga diizinin pulang sama bagian pengasuhan,2,3,1,2,3,1,3,30
06/07/2026,13,Laki-Laki,1-3 tahun,sendal baru beli masa hilang lagii mana sendal mahal,1,2,0,0,1,2,0,12
06/07/2026,14,Laki-Laki,1-3 tahun,lupaa lepas jam tangan pas tidur malah disita sama pengurus sepele bgtt padahal,1,1,0,0,1,1,0,8
06/07/2026,13,Laki-Laki,1-3 tahun,sebel bgt ga diizinin pulang padahal ana lagi scabies dan itu udah parah bgtt sampe badan lemes makan juga susah karna ada yg kena ditangan.... mana ayah udah dateng jemput kan kasian jauh jauh,3,2,1,2,2,2,2,28
06/07/2026 13:05:23,14,Laki-Laki,1-3 tahun,"Beberapa hari lalu aku sempet ngerasa napas rasanya berat bukan krn sakit tp krn kepikiran byk hal sekaligus hafalan, jadwal ujian, sm tuntutan biar rajin. Efeknya jd gampang bgt tersinggung sm komen2 kecil dr temen, pdhl mereka cuma bercanda doang. Susah move on dr rasa kesel itu walau udh coba tenang.",2,3,2,3,2,2,2,32
06/07/2026 13:06:47,14,Laki-Laki,1-3 tahun,"lg struggle bgt sm jadwal ujian tahfidz minggu ini rasanya tiap ada yg ganggu waktu belajar dikit aja langsung emosi naik, misal temen ngobrol pas lg fokus, langsung ilfeel parah trs jg jd susah tidur nyenyak krn otak msh muter mikirin ayat yg blm lancar bgt.",3,3,1,2,2,2,1,28
06/07/2026 13:08:21,14,Laki-Laki,1-3 tahun,"sempet berantem kecil sm temen sekamar gara2 hal sepele dia pinjem barang tanpa izin, pdhl biasanya aku ga sesensitif itu tp krn lg byk pikiran soal setoran hafalan trs tugas kelas, jd hal kecil kerasa gede bgt & bikin emosi cepet naik.",2,3,1,2,3,1,1,26
06/07/2026 13:10:34,13,Laki-Laki,1-3 tahun,"pelajaran lagi enak alurnya, ustadz nya juga jelasinya enak",1,0,0,0,0,1,0,4
06/07/2026 13:13:47,17,Laki-Laki,1-3 tahun,"dapet tugas tambahan dari kakak kelas karna ada program tahajud bareng di masjid, ana kan pengurus kelas 7 jadi ana yang di tunjuk jadi pj nya buat kelas 7, jujur kurang istirahat bgtt tidur paling cuma 2 jam... jadi di kelas ketiduran trs diomelin ustadz pengen mundur aja rasanya jadi pengurus, semuanya jadi kacaw bener bener...",3,2,1,2,3,2,1,28
06/07/2026 13:15:37,14,Perempuan,1-3 tahun,"lg gampang bgt ilfeel akhir2 ini, dikit2 kesel walau ga ada alesan jelas kyk kemarin pas antri makan agak lama dikit aja udh bete parah kayaknya krn seminggu ini byk banget kegiatan tambahan yg numpuk jd bikin susah nemuin waktu bener2 tenang.",3,3,1,1,3,2,1,28
06/07/2026 13:17:27,14,Perempuan,1-3 tahun,"minggu ini tuh ujian umum, hafalan trs laporan mingguan barengan smua efeknya aku jd org yg gampang bgt tersulut, misal temen nanya soal pr doang aja bisa bikin aku jawab ketus abis itu nyesel tp emosinya emang lg gampang naik akhir2 ini.",2,3,1,2,3,2,1,28
06/07/2026 13:20:39,14,Perempuan,1-3 tahun,"klo lagi di titik jenuh bgt rasanya aku jd gampang bgt bete sm suara2 kecil di kamar, kek suara kipas atau org ngobrol pelan aja bisa bikin risih parah padahal biasanya ga peka gitu kayaknya krn byk pikiran soal ujian yg makin deket jd semua jd trigger emosi.",2,3,1,2,3,2,2,30
06/07/2026 13:22:31,14,Laki-Laki,1-3 tahun,aman sih cuma kalo lagi pas hilang atau lupa taro uang itu kepikiran trs,2,1,0,1,1,1,0,12
06/07/2026 13:24:35,14,Perempuan,1-3 tahun,"pas seminggu sblm libur stres bgt krn hrs setor hafalan tambahan sblm libur, blm lagi laporan mingguan yg blm kelar aku jd gampang bgt kesel sm hal2 yg biasanya ga masalah, misal temen minta tolong dikit aja rasanya berat bgt buat iyain, jd suka jawab ketus duluan.",2,3,1,2,3,2,0,26
